"Date,Walmart Inc. (WMT-US),""Vislink Technologies, Inc. (VISL-US)"",Visa Inc. Class A (V-US),""Viking Therapeutics, Inc. (VKTX-US)"",ViacomCBS Inc. Class B (VIAC-US),""Veritone, Inc. (VERI-US)"",""Vaxart, Inc. (VXRT-US)"",Tesla Inc (TSLA-US),SPDR S&P 500 ETF Trust (SPY-US),Southwest Airlines Co. (LUV-US),""Sirius XM Holdings, Inc. (SIRI-US)"",SilverBox Engaged Merger Corp. I Class A (SBEA-US),""Rockwell Medical, Inc. (RMTI-US)"",""Robinhood Markets, Inc. Class A (HOOD-US)"",""Revolve Group, Inc Class A (RVLV-US)"",""Portillo's, Inc. Class A (PTLO-US)"",Plug Power Inc. (PLUG-US),Pimco Global Stockplus & Income Fund (PGP-US),""OPKO Health, Inc. (OPK-US)"",Ocugen Inc (OCGN-US),NVIDIA Corporation (NVDA-US),NuCana plc Sponsored ADR (NCNA-US),NIO Inc. Sponsored ADR Class A (NIO-US),Nikola Corporation (NKLA-US),""NIKE, Inc. Class B (NKE-US)"",""Netflix, Inc. (NFLX-US)"",""Moderna, Inc. (MRNA-US)"",""Micron Technology, Inc. (MU-US)"",MGM Resorts International (MGM-US),Meta Platforms Inc. Class A (FB-US),MediWound Ltd. (MDWD-US),""Matterport, Inc. Class A (MTTR-US)"",Marathon Petroleum Corporation (MPC-US),""Lyft, Inc. Class A (LYFT-US)"",""Lucid Group, Inc. (LCID-US)"",""Limelight Networks, Inc. (LLNW-US)"",""Intuitive Surgical, Inc. (ISRG-US)"",Inspira Technologies Oxy B.H.N. Ltd. (IINN-US),""Hasbro, Inc. (HAS-US)"",""GoPro, Inc. Class A (GPRO-US)"",""Genius Brands International, Inc. (GNUS-US)"",General Electric Company (GE-US),Ford Motor Company (F-US),Flex Ltd. (FLEX-US),""Evolus, Inc. (EOLS-US)"",""Dropbox, Inc. Class A (DBX-US)"",""DatChat, Inc. (DATS-US)"",CYREN Ltd. (CYRN-US),""CymaBay Therapeutics, Inc. (CBAY-US)"",Citigroup Inc. (C-US),""Chemocentryx, Inc. (CCXI-US)"",Carnival Corporation (CCL-US),Canopy Growth Corporation (CGC-US),""Camber Energy, Inc. (CEI-US)"",""Asensus Surgical, Inc. (ASXC-US)"",Apple Inc. (AAPL-US),""American Airlines Group, Inc. (AAL-US)"",""AMC Entertainment Holdings, Inc. Class A (AMC-US)"",""Amazon.com, Inc. (AMZN-US)"",Agenus Inc. (AGEN-US),""Advanced Micro Devices, Inc. (AMD-US)"",""Activision Blizzard, Inc. (ATVI-US)"",""AcelRx Pharmaceuticals, Inc. (ACRX-US)"""
"12/23/21,139.49,1.29,216.62,5.18,30.58,22.50,6.90,""1,067.00"",470.60,41.87,6.43,10.11,0.40,18.90,56.39,38.34,29.40,10.74,4.77,5.30,296.40,2.47,30.52,11.09,165.67,614.09,249.99,94.42,45.74,335.24,2.26,23.22,63.04,44.18,37.64,3.75,363.94,3.66,97.92,10.78,1.20,94.00,20.25,17.77,6.96,24.98,3.39,0.33,3.51,60.21,37.72,21.20,9.62,0.88,1.14,176.28,18.26,28.52,""3,421.37"",3.58,146.14,65.16,0.56"
"12/22/21,139.80,1.31,217.96,4.86,29.18,22.28,6.92,""1,008.87"",467.69,41.12,6.38,10.05,0.40,18.38,55.24,36.19,28.88,10.61,4.61,5.14,294.00,2.45,29.85,9.40,165.44,614.24,251.36,90.34,45.28,330.45,2.32,24.15,63.10,42.46,38.70,3.75,362.21,4.18,96.62,10.76,1.14,93.07,20.14,17.58,6.90,24.82,3.38,0.32,3.47,59.60,36.53,21.25,9.37,0.79,1.14,175.64,18.26,28.68,""3,420.74"",3.51,143.88,64.10,0.56"
"12/21/21,139.62,1.32,215.38,4.88,29.35,21.86,6.96,938.53,463.06,40.87,6.41,10.08,0.41,18.93,55.74,33.88,28.96,10.49,4.46,5.46,290.75,2.39,30.16,9.42,166.63,604.92,268.14,90.68,44.81,334.20,2.31,23.20,63.42,40.91,38.02,3.60,348.09,3.38,96.52,10.68,1.15,93.06,19.61,17.48,6.67,24.91,3.18,0.31,3.54,59.38,35.16,20.54,9.66,0.88,1.14,172.99,18.12,30.30,""3,408.34"",3.52,144.25,63.59,0.59"
"12/20/21,139.20,1.29,208.74,4.95,28.68,19.97,7.52,899.94,454.98,39.36,6.35,10.00,0.39,18.03,53.24,31.61,27.33,10.44,4.43,5.17,277.19,2.34,28.16,9.25,156.98,593.74,276.38,82.03,42.07,325.45,2.35,21.39,60.91,38.62,37.99,3.63,332.11,2.97,95.97,10.36,1.15,89.98,19.42,16.99,6.40,23.88,2.99,0.30,3.57,58.28,34.58,18.90,8.75,1.01,1.13,169.75,17.30,29.70,""3,341.58"",3.53,135.80,61.80,0.56"
"12/17/21,138.75,1.29,211.88,4.91,29.52,22.19,7.20,932.57,459.87,39.66,6.38,10.08,0.41,19.10,57.21,31.73,29.75,10.58,4.41,5.24,278.01,2.32,30.00,9.98,161.36,586.73,294.80,83.00,42.28,333.79,2.44,22.79,62.45,38.07,40.01,3.24,337.40,3.22,98.85,10.46,1.19,91.45,19.77,17.14,6.22,24.34,3.30,0.32,3.63,59.54,34.38,18.28,9.59,1.05,1.22,171.14,16.95,29.12,""3,400.35"",3.56,137.75,61.36,0.55"
"12/16/21,143.34,1.24,214.37,4.65,29.74,21.23,6.59,926.92,466.45,39.53,6.34,10.10,0.40,18.14,54.50,31.62,29.65,10.47,3.99,5.02,283.87,2.37,30.07,9.32,162.72,591.06,282.02,82.69,40.80,334.90,2.20,22.10,62.77,37.46,40.05,3.36,334.53,3.08,101.24,10.53,1.21,92.53,20.35,16.73,5.83,24.04,3.01,0.31,3.25,61.07,33.94,17.57,9.14,1.03,1.11,172.26,16.52,24.45,""3,377.42"",3.32,138.64,61.49,0.50"
"12/15/21,145.77,1.28,212.31,4.83,29.56,22.99,6.49,975.99,470.60,40.11,6.38,10.13,0.41,19.50,58.37,33.75,31.36,10.52,4.08,5.42,304.59,2.39,30.79,9.71,163.90,605.04,283.28,85.66,41.37,341.66,2.29,22.33,62.48,38.42,40.81,3.32,331.66,3.16,101.40,10.84,1.23,92.08,20.19,16.61,5.81,24.49,3.30,0.31,3.34,60.24,34.75,17.89,9.27,1.09,1.19,179.30,16.99,24.66,""3,466.30"",3.31,146.50,60.26,0.52"
"12/14/21,144.94,1.24,209.98,4.74,29.60,21.72,6.11,958.51,463.36,40.24,6.30,10.07,0.39,19.13,58.13,33.31,30.55,10.46,3.80,4.81,283.37,2.27,32.30,9.51,165.40,597.99,277.16,83.29,41.23,333.74,2.26,22.30,62.45,38.98,40.87,3.12,328.24,3.17,100.40,10.62,1.14,92.11,20.05,16.72,5.83,23.94,3.06,0.32,3.24,60.64,33.17,18.15,9.15,1.04,1.15,174.33,16.91,24.50,""3,381.83"",3.11,135.60,59.52,0.51"
"12/13/21,143.57,1.28,211.02,4.86,30.33,22.93,6.36,966.41,466.57,40.48,6.29,10.16,0.43,19.70,59.96,34.58,32.23,10.47,3.89,5.30,281.61,2.42,33.66,9.51,166.84,604.56,271.99,84.35,40.34,334.49,2.31,22.86,61.81,38.41,39.15,3.06,340.36,3.68,100.58,10.70,1.17,93.13,20.43,16.92,5.76,24.19,3.15,0.34,3.34,60.18,33.96,18.34,9.31,1.04,1.21,175.74,17.12,23.24,""3,391.35"",3.21,133.80,58.70,0.52"
"12/10/21,141.03,1.31,213.40,4.85,31.22,23.40,6.22,""1,017.03"",470.74,41.97,6.28,10.23,0.38,20.13,64.00,34.40,33.22,10.62,3.87,5.35,301.98,2.50,34.26,9.72,169.06,611.66,257.06,85.54,41.41,329.75,2.37,23.49,63.69,39.51,37.66,2.95,344.96,4.28,100.82,10.66,1.17,96.95,21.45,17.29,5.56,23.96,3.31,0.35,3.42,60.71,33.54,19.28,9.56,1.10,1.25,179.45,18.01,27.44,""3,444.24"",3.22,138.55,58.60,0.57"
